Species,Platform,Name,Assays,Casey's Y/N as of 2/8,Proc
saccharomyces cerevisiae,A-GEOD-15120,CombiMatrix Yeast Custom Array 4x2K,6,,
saccharomyces cerevisiae,A-GEOD-9751,Cavalieri-Yeast-ORF-7k Array,6,,
saccharomyces cerevisiae,A-MEXP-659,Cavalieri - S.cerevisiae,6,,
saccharomyces cerevisiae,A-GEOD-18088,Agilent-026035 Scer_barcode_v2_200911,6,,
saccharomyces cerevisiae,A-GEOD-19733,Agilent-020164 Yeast genomic 44K tiling Microarray [Cairns-RSC-ISWI-44K],6,,
saccharomyces cerevisiae,A-GEOD-16244,Agilent-015072 Yeast Oligo Microarray 4x44K G2519F (Probe Name version),6,,
saccharomyces cerevisiae cen.pk113-7d,A-GEOD-16244,Agilent-016322 Yeast (V2) Gene Expression 8x15K Microarray (Probe Name version),6,,
saccharomyces cerevisiae cen.pk113-7d,A-AFFY-47,Affymetrix GeneChip Yeast Genome 2.0 Array [Yeast_2],6,,
saccharomyces cerevisiae s288c,A-GEOD-8568,Valencia yeast v8,6,,
saccharomyces cerevisiae s288c,A-GEOD-11382,Agilent Yeast Microarray,6,,
salix matsudana,A-AFFY-131,Affymetrix GeneChip Poplar Genome Array [Poplar],6,,
salmonella enterica subsp. enterica serovar enteritidis,A-GEOD-21431,NimbleGen Salmonella subspecies Expression Array [111201_Salm_4_subspecies_LG_exp],6,,
salmonella enterica subsp. enterica serovar typhimurium,A-GEOD-6044,VRI/Bact Salmonella Typhimurium LT2 5.6K v1.0,6,,
salmonella enterica subsp. enterica serovar typhimurium,A-GEOD-1835,STv5B_MMCC,6,,
salmonella enterica subsp. enterica serovar typhimurium,A-GEOD-10008,Oxford Gene Technology Chip2 Salmonella typhimurium microarray SL1344 strain product code: 010021,6,,
salmonella enterica subsp. enterica serovar typhimurium str. 14028s,A-GEOD-13947,Nimblegen Salmonella Typhimurium LT2 TI99287 60mer,6,,
salmonella enterica subsp. enterica serovar typhimurium str. lt2,A-GEOD-6044,VRI/Bact Salmonella Typhimurium LT2 5.6K v1.0,6,,
salmonella enterica subsp. enterica serovar typhimurium str. lt2,A-GEOD-10421,S. Typhimurium LT2 genome microarray version 2,6,,
salmonella enterica subsp. enterica serovar typhimurium str. lt2,A-GEOD-15437,JCVI/PFGRC Salmonella Typhimurium LT2 genome microarray version 4,6,,
salmonella enterica subsp. enterica serovar typhimurium str. lt2,A-GEOD-15224,081014_Styp_LT2_EXP_X4,6,,
salmonella typhimurium,A-MEXP-2055,CNB-CSIC-Salmonella14K (alternative identifiers),6,,
scheffersomyces stipitis cbs 6054,A-GEOD-13403,Scheffersomyces_stipitis_CBS 6054_385k_array,6,,
scheffersomyces stipitis cbs 6054,A-GEOD-11080,Picha stipitis 385K tiled array,6,,
schizosaccharomyces pombe,A-MEXP-585,UCL Bahler- s.pombe 44k custom Agilent GE array V4SC - ID033946,6,,
schizosaccharomyces pombe,A-GEOD-6904,Schizosaccharomyces pombe transcriptome slide 2,6,,
schizosaccharomyces pombe,A-GEOD-6905,Schizosaccharomyces pombe transcriptome slide 2,6,,
schizosaccharomyces pombe,A-MEXP-2219,SHIMANE S. pombe Ensemble9,6,,
schizosaccharomyces pombe,A-GEOD-4509,Eurogentec S. pombe ORF array (E020F),6,,
schizosaccharomyces pombe 972h-,A-AFFY-47,Affymetrix GeneChip Yeast Genome 2.0 Array [Yeast_2],6,,
shewanella loihica pv-4,A-GEOD-21934,Institute for Environmental Genomics Shewanella loihica Array,6,,
shewanella oneidensis,A-MEXP-1763,Franz_Combimatrix_Shewanella,6,,
shewanella oneidensis mr-1,A-GEOD-14177,NimbleGen_071112_Shewanella oneidensis MR-1 4x72K array,6,,
shigella flexneri,A-GEOD-7185,Beijing Institute of Biotechnology NimbleGen Shigella flexneri 12K array,6,,
solanum lycopersicum,A-GEOD-6349,ULaval/CRH_Tomato_200_v1.0,6,,
solanum lycopersicum,A-GEOD-7824,BTI_Tomato_12800_v.CGEP,6,,
sparus aurata,A-MEXP-2060,UCSD Sparus aurata Array,6,,
spathaspora passalidarum nrrl y-27907,A-GEOD-11079,Spathaspora passalidarum 385K tiled array,6,,
staphylococcus aureus,A-GEOD-3866,TIGR Staphylococcus aureus version2 array,6,,
staphylococcus aureus,A-GEOD-14812,JCVI PFGRC Staphylococcus aureus array v6,6,,
staphylococcus aureus,A-GEOD-10592,JCVI PFGRC Staphylococcus aureus 16K v9 array designed primarily based on strain N315,6,,
staphylococcus aureus subsp. aureus mu50,A-GEOD-10537,Agilent-021782 Custom Staphylococcus aureus V6 Array,6,,
staphylococcus aureus subsp. aureus usa300,A-GEOD-18434,NimbleGen Staphylococcus aureus IRN 4000005890 (NimbleGen Design Name),6,,
streptococcus agalactiae,A-MEXP-2382,NVD Streptococcus agalactiae cjb111 AMADID 039306 v1.1,6,,
streptococcus gordonii,A-AFFY-125,Affymetrix Custom Array - Dentala Chip Dentala520298F,6,,
streptococcus mutans,A-GEOD-10540,Agilent-023956 S. mutans UA159-140509,6,,
streptococcus mutans ua159,A-GEOD-20590,Streptococcus mutans UA159 genomic tiling array mapped format,6,,
streptococcus mutans ua159,A-GEOD-17184,Streptococcus mutans UA159 NimbleGen Genechip 72k [gene-level version],6,,
streptococcus mutans ua159,A-GEOD-5911,JCVI PFGRC Streptococcus mutans 10K v2.1 array designed primarily based on strain UA159,6,,
streptococcus pneumoniae,A-GEOD-10397,[S_pneumoni530157] Affymetrix Streptococcus pneumoniae TIGR4 Array,6,,
streptococcus pneumoniae,A-GEOD-5781,Streptococcus pneumoniae TIGR4 Eurogentec Microarrays,6,,
streptococcus pneumoniae,A-GEOD-13163,Streptococcus pneumoniae TIGR4 4 x 2K,6,,
streptococcus pneumoniae tigr4,A-GEOD-8038,Streptococcus pneumoniae 3K version 6,6,,
streptococcus pyogenes,A-GEOD-1482,"M1, M3, M18 GAS Array",6,,
streptococcus pyogenes,A-GEOD-19152,"M1, M3, M18 GAS Array",6,,
streptomyces avermitilis,A-GEOD-8780,NimbleGen Streptomyces avermitilis 4.7K,6,,
streptomyces coelicolor,A-GEOD-10988,UNIS_S COELICOLOR_SCo3_8149 (unique gene version),6,,
streptomyces coelicolor,A-MAXD-24,OGT_S COELICOLOR_22k_v1,6,,
streptomyces coelicolor,A-GEOD-8832,Eurogentec/CNB-CSIC Streptomyces coelicolor 17K TT-A220G,6,,
streptomyces coelicolor,A-GEOD-11371,Agilent Streptomyces coelicolor 15K,6,,
sus scrofa,A-GEOD-16092,"miRCURY LNA microRNA Array, 5th generation - hsa, mmu & rno [mapped to Sus scrofa]",6,,
sus scrofa,A-GEOD-13968,"Swine Protein-Annotated Oligonucleotide Microarray, 20K",6,,
sus scrofa,A-GEOD-14853,NimbleGen_Sus scrofa_135K array,6,,
sus scrofa,A-MEXP-648,NTNU Texas AandM University Pig 11K,6,,
sus scrofa,A-GEOD-19696,LC_MRA-1013-miRPig_20 (miRNA_ID version),6,,
sus scrofa,A-GEOD-14852,LC sciences pig microRNA 236 V16.0,6,,
sus scrofa,A-GEOD-15885,LC Sciences Sus scrofa BST_miRPig_15,6,,
sus scrofa,A-GEOD-18114,LC Sciences Pig miRNA array miRPig_15_BST_100720 [miRNA ID version],6,,
sus scrofa,A-GEOD-17876,LC Sciences Pig miRNA Array (miRPig_18_NFAU_120402),6,,
sus scrofa,A-GEOD-3594,DIAS_PIG_55K2_v1,6,,
sus scrofa,A-GEOD-14925,Agilent-026440 Sus scrofa (Pig) Oligo Microarray v2 (Feature Number version),6,,
sus scrofa,A-GEOD-18875,(OID28929)100603_Sus_scrofa_CB_expr_HX12,6,,
synechocystis sp. pcc 6803,A-GEOD-21304,Agilent-036279 Synechocystis PCC 6803 custom array,6,,
theobroma cacao,A-GEOD-18356,NimbleGen T. cacao 17k array,6,,
thermoplasma acidophilum dsm 1728,A-GEOD-10453,NimbleGen Thermoplasma acidophilum DSM 1728 7K expression array,6,,
thiomicrospira crunogena,A-GEOD-15301,Combimatrix Thiomicrospira crunogena array,6,,
treponema denticola,A-MEXP-2327,MDS Combination Td 2518 V1,6,,
trichoderma atroviride,A-GEOD-10752,ENS SGDB Trichoderma atroviride Ta10_Tiling93_1,6,,
trichoderma reesei,A-MEXP-1584,Customarray 12K v1 Treeseijg2,6,,
trichophyton rubrum,A-GEOD-20245,Agilent-050029 Trichophyton rubrum  v1 027344,6,,
triticum aestivum,A-MEXP-543,Deyholos Wheat Custom Array 19K,6,,
triticum monococcum,A-AFFY-57,Affymetrix GeneChip Wheat Genome Array [wheat],6,,
trypanosoma brucei,A-GEOD-10075,UMDNJ Trypanosoma brucei 19K,6,,
trypanosoma cruzi,A-GEOD-10386,PFGRC Trypanosoma cruzi Oligonucleotide Array v2,6,,
tuber melanosporum,A-GEOD-8982,INRA Tuber melanosporum 14.1K whole genome expression array,6,,
unidentified,A-GEOD-11095,[GLYCOv3_Hs] Custom Affymetrix Glyco v3 GeneChip,6,,
urocitellus parryii,A-MEXP-2061,Agilent Mouse miRNA Microarray 019119 (82 Col x 192 Row)-Alternate layout,6,,
vibrio cholerae,A-GEOD-3651,Vibrio cholerae Spotted oligonucleotides,6,,
vibrio cholerae,A-GEOD-20916,UCSC Vc 9K VC3_gal custom array,6,,
vibrio parahaemolyticus,A-GEOD-6058,Vibrio parahaemolyticus RIMD2210633 5k microarray,6,,
vibrio vulnificus,A-GEOD-14588,Vibrio vulnificus whole genome TwinChip,6,,
vibrio vulnificus,A-GEOD-16723,Vibrio vulnificus whole genome TwinChip,6,,
vibrio vulnificus,A-GEOD-17798,Vibrio vulnificus CMCP6 whole genome TwinChip,6,,
vibrio vulnificus cmcp6,A-GEOD-17798,Vibrio vulnificus CMCP6 whole genome TwinChip,6,,
vibrio vulnificus cmcp6,A-GEOD-6483,OHSU Vibrio vulnificus Nimblegen 4K,6,,
vitis riparia x vitis berlandieri,A-AFFY-78,Affymetrix GeneChip Vitis vinifera (Grape) Genome Array [Vitis_Vinifera],6,,
xanthomonas axonopodis pv. citri str. 306,A-GEOD-10890,Agilent-024963 UF_Wang_XAC array_815K_version 1.0,6,,
xanthomonas campestris pv. campestris,A-GEOD-14720,CapitalBio 4.3K Xcc cDNA array,6,,
xenopus (silurana) tropicalis,A-MTAB-572,"Exiqon miRCURY LNA microRNA Array, v.11.0 - other species miRBase 14.0",6,,
xenopus (silurana) tropicalis,A-MTAB-571,Affymetrix microRNA array [miRNA-1_0_2Xgain],6,,
xenopus laevis,A-GEOD-3728,Xenopus tropicalis genome oligo set,6,,
yarrowia lipolytica,A-GEOD-16930,Customized Yarrowia lipolytica array,6,,
yersinia intermedia atcc 29909,A-GEOD-17599,Yersinia intermedia ATCC 29909 384k array,6,,
yersinia pestis,A-BUGS-11,BuG@S Y.pestis 5184 YPv1_0_0,6,,
zea mays,A-GEOD-4521,SAM3.0,6,,
zymomonas mobilis,A-GEOD-15541,NimbleGen_BIOMA_Zymomonas mobilis_array [DesignID 549081],6,,
zymomonas mobilis subsp. mobilis zm4,A-GEOD-15541,NimbleGen_BIOMA_Zymomonas mobilis_array [DesignID 549081],6,,
Multiple,A-GEOD-8440,miRXploreTM microarrays (872),5,,
Multiple,A-GEOD-14613,[miRNA-2_0] Affymetrix Multispecies miRNA-2_0 Array,5,,
Multiple,A-GEOD-8853,University of Freiburg - Prochlorococcus microarray - MD4-9313 (MD4-9313a520062) version GC3.0,5,,
Multiple,A-GEOD-10654,Ralstonia solanacearum Array,5,,
Multiple,A-MEXP-1138,Nimblegen 2006-08-03 MM8 60mer expr,5,,
Multiple,A-MEXP-592,KTH Sulfolobus v8,5,,
Multiple,A-MEXP-594,KTH Sulfolobus v8,5,,
Multiple,A-GEOD-16797,Custom NimbleGen Shewanella oneidensis MR-1 Tiling  v2 [NimbleGen_MR1_2005K_1],5,,
Multiple,A-GEOD-15977,Agilent Custom Arabidopsis thaliana Gene Expression 4x44k designed by Genotypic Technology Pvt. Ltd. (AMADID:015226),5,,
Multiple,A-AFFY-45,Affymetrix GeneChip Xenopus laevis Genome Array [Xenopus_laevis],5,,
Multiple,A-AFFY-45,Affymetrix GeneChip Murine Genome U74Av2 [MG_U74Av2],5,,
Multiple,A-AFFY-54,Affymetrix GeneChip Human X3P Array [U133_X3P],5,,
Multiple,A-AFFY-10,Affymetrix GeneChip Human Genome U95D [HG_U95D],5,,
Multiple,A-AFFY-11,Affymetrix GeneChip Human Genome U95D [HG_U95D],5,,
Multiple,A-AFFY-12,Affymetrix GeneChip Human Genome U95D [HG_U95D],5,,
Multiple,A-AFFY-13,Affymetrix GeneChip Human Genome U95D [HG_U95D],5,,
Multiple,A-AFFY-9,Affymetrix GeneChip Human Genome U95D [HG_U95D],5,,
Multiple,A-AFFY-38,Affymetrix GeneChip C. elegans Genome Array [Celegans],5,,
Multiple,A-AFFY-60,Affymetrix GeneChip C. elegans Genome Array [Celegans],5,,
Multiple,A-GEOD-13915,3D-Gene Human Oligo chip 25k V2.1,5,,
acidithiobacillus ferrooxidans atcc 23270,A-GEOD-21284,CSU A. ferrooxidans ATCC 23270 10k v1.0,5,,
anopheles gambiae,A-MEXP-862,LSTM An.gambiae detox chip 1.8k v2,5,,
apis mellifera,A-GEOD-5529,UIUC/WMKCCFG Honeybee Sensory/CYP450 0.7K v1.0,5,,
arabidopsis thaliana,A-MEXP-79,Syngenta Virtual Array,5,,
arabidopsis thaliana,A-GEOD-988,OAR27K,5,,
athelia rolfsii,A-GEOD-10247,"44K multiplex chip, Agilent (Tailor-made microarray, condensed version)",5,,
bacillus cereus,A-MEXP-955,B_anthracis_B_cereus_v1,5,,
bambusa oldhamii,A-GEOD-15916,NTU Bambusa oldhamii spotted array,5,,
brassica juncea,A-MEXP-1038,Agilent Arabidopsis 3 Oligo Microarray 4x44K 015059 G2519F,5,,
caenorhabditis elegans,A-GEOD-8135,NimbleGen 080319_C_elegans_ChIP_03_design_ID-7348,5,,
candida albicans,A-MEXP-66,Eurogentec_C.albicans_13.5k_ vL170C,5,,
candida albicans,A-GEOD-21258,Agilent-026377 Candida albicans 8x15K (AMADID: 026377) designed by Genotypic Technology Private Limited.,5,,
carica papaya,A-AFFY-2,Affymetrix GeneChip Arabidopsis Genome [ATH1-121501],5,,
cichorium intybus,A-GEOD-8373,Institut Pasteur of Lille Cichorium intybus 1.5k cDNA array,5,,
cryptococcus neoformans var. neoformans,A-GEOD-4009,UBC/MSL C. neoformans serotype D 70K,5,,
danio rerio,A-GEOD-9117,OciChip Zebrafish 14K,5,,
drosophila melanogaster,A-GEOD-8228,LBEG Dmel/UChile,5,,
drosophila melanogaster,A-GEOD-4531,"Agilent-014817 Drosophila Whole Genome ChIP-on-Chip Set 244K, Microarray 2 of 2 (G4495A)",5,,
emericella nidulans,A-GEOD-10798,Affymetrix Aspergillus nidulans 10K custom array,5,,
enterococcus faecalis,A-MEXP-1069,LMGFM E. faecalis V583 oligo 3.6K v.2,5,,
escherichia coli,A-GEOD-17833,E. coli April-07_v2,5,,
escherichia coli 8624,A-AFFY-56,Affymetrix GeneChip E.coli Genome 2.0 Array [E_coli_2],5,,
escherichia coli apec o2,A-AFFY-56,Affymetrix GeneChip E.coli Genome 2.0 Array [E_coli_2],5,,
escherichia coli dh5[alpha],A-GEOD-7445,MSU E. coli 6.1.K Ver. 1.0.2,5,,
escherichia coli o157:h7,A-GEOD-13448,Ocimum Biosolutions E.coli O157 OciChip (alternative version),5,,
halobacterium sp. nrc-1,A-GEOD-15637,Agilent DasSarma Laboratory Halobacterium sp. NRC-1 composite array,5,,
homo sapiens,A-GEOD-19420,[HuEx-1_0-st] Affymetrix Human Exon 1.0 ST Array [CDF:huex10stv2_57_37b_0112.cdf],5,,
homo sapiens,A-GEOD-18576,[HTA-2_0] - Affymetrix GeneChip HTA-2_0 - Gene Level - HTA-2_0.r1.Probe-set identifier,5,,
homo sapiens,A-GEOD-18478,[HG_U133A 2.0_Hs_ENTREZG_V13] Affymetrix GeneChip  HG_U133 V2.0 Array [Brainarray Entrez Version 13],5,,
homo sapiens,A-GEOD-9128,[CytoScanHD_Array] Affymetrix CytoScan HD array 2.8M,5,,
homo sapiens,A-MEXP-1506,Tianjin Life Science Research Center - Ambion mirVana microRNA microarray #1564v1,5,,
homo sapiens,A-GEOD-7203,SWEGENE_BAC_32K_Full,5,,
homo sapiens,A-SMDB-216,SMD Homo sapiens Lymphochip Array LC-12,5,,
homo sapiens,A-SMDB-448.1,"SMD Homo sapiens Array SVC , 9216 features",5,,
homo sapiens,A-SMDB-184,SMD Homo sapiens Array SHW,5,,
homo sapiens,A-SMDB-187,SMD Homo sapiens Array SHW,5,,
homo sapiens,A-SMDB-166,SMD Homo sapiens Array SHU,5,,
homo sapiens,A-SMDB-1066,SMD Homo sapiens Array SHEK,5,,
homo sapiens,A-SMDB-654,SMD Homo sapiens Array SHEI,5,,
homo sapiens,A-SMDB-819,SMD Homo sapiens Array SHCZ,5,,
homo sapiens,A-SMDB-558,SMD Homo sapiens Array SHBY,5,,
homo sapiens,A-SMDB-302,"SMD Homo sapiens Array SHBH, 45312 features",5,,
homo sapiens,A-SMDB-557,"SMD Homo sapiens Array SHBH, 45312 features",5,,
homo sapiens,A-SMDB-617,"SMD Homo sapiens Array SHBH, 45312 features",5,,
homo sapiens,A-SMDB-820,"SMD Homo sapiens Array SHBH, 45312 features",5,,
homo sapiens,A-SMDB-837,"SMD Homo sapiens Array SHBH, 45312 features",5,,
homo sapiens,A-SMDB-596,SMD Homo sapiens Array SHBG,5,,
homo sapiens,A-SMDB-435,SMD Homo sapiens Array SHAN,5,,
homo sapiens,A-SMDB-437,SMD Homo sapiens Array SHAN,5,,
homo sapiens,A-SMDB-421,SMD Homo sapiens Array SHAJ,5,,
homo sapiens,A-SMDB-415,"SMD Homo sapiens Array SHAH, 24192 features",5,,
homo sapiens,A-SMDB-188,SMD Homo sapiens Array SHAA,5,,
homo sapiens,A-GEOD-3991,Rosetta/Merck Human RSTA Custom Affymetrix 1.0 microarray,5,,
homo sapiens,A-GEOD-14356,"PIQOR (TM) Skin  Microarray, human, antisense (914)",5,,
homo sapiens,A-MEXP-931,Nimblegen Human 5K promoter array 1,5,,
homo sapiens,A-AFFY-44,NimbleGen Human 400K/250bp oligo array,5,,
homo sapiens,A-MEXP-330,NMC human 15k v3,5,,
homo sapiens,A-MEXP-2317,Manuela_Ferracin_Agilent_023276,5,,
homo sapiens,A-GEOD-8365,LC_MRA-1001_miRHuman_12.0_080901,5,,
homo sapiens,A-MEXP-353,LC Sciences Human miRNA microarray 4K,5,,
homo sapiens,A-GEOD-6347,LC Sciences Human 4k microRNA array,5,,
homo sapiens,A-GEOD-6603,Illumina HumanRef-8 v3.0 Expression BeadChip,5,,
homo sapiens,A-GEOD-8882,HumanOmniExpress BeadChip,5,,
homo sapiens,A-GEOD-19071,"Exiqon miRCURY LNA microRNA array; 7th generation REV - hsa, mmu & rno; batch 208520-22; lot 35101-35101 (miRBase 19.0)",5,,
homo sapiens,A-GEOD-15257,Exiqon MiRCURY Locked Nucleic Acid array [miRBase 8.2],5,,
homo sapiens,A-GEOD-14820,Decode RNAi Viral Screening Library - Human GIPZ Lentiviral shRNAmir,5,,
homo sapiens,A-MEXP-12,DBG-19k3part2,5,,
homo sapiens,A-GEOD-8187,Chromosome 3 dedicated BAC/PAC array with 3q26.3 tiling coverage for arrayCGH,5,,
homo sapiens,A-AFFY-44,Applied Biosystems TaqMan Gene Expression Assays (human),5,,
homo sapiens,A-GEOD-13379,Agilent-014850 Whole Human Genome Microarray 4x44K G4112F (Gene ID version),5,,
homo sapiens,A-GEOD-8355,Agilent-014698 Human Genome CGH Microarray 105A (G4412A),5,,
homo sapiens,A-GEOD-6347,Agilent Whole Human Genome Microarray 4x44K 014850 G4112F (85 cols x 532 rows),5,,
homo sapiens,A-AFFY-44,Affymetrix GeneChip Human Tiling 2.0R D Array,5,,
homo sapiens,A-GEOD-6325,Affymetrix GeneChip Human Genome HG-U133A [HG-U133A],5,,
homo sapiens,A-GEOD-6326,Affymetrix GeneChip Human Genome HG-U133A [HG-U133A],5,,
homo sapiens,A-AFFY-115,Affymetrix Custom Array - Human Resequencing Array Kinaser520344 Kinaser520344,5,,
lactococcus lactis subsp. cremoris,A-GEOD-18969,Agilent-040255  Lactococcus lactis subsp. cremoris GE214 array (Feature number version),5,,
lactococcus lactis subsp. cremoris ge214,A-GEOD-18969,Agilent-040255  Lactococcus lactis subsp. cremoris GE214 array (Feature number version),5,,
leishmania infantum,A-GEOD-8804,Centre de Recherche en Infectiologie du CHUL_Leishmania 9K array v1.0,5,,
marine metagenome,A-GEOD-18455,NimbleGen Estuarine Microbial Community Array [Berkeley Pier; Od_Ps_Bpier_V3C],5,,
methanosarcina mazei,A-MEXP-2115,Methanosarcina mazei Go1,5,,
montastraea franksi,A-GEOD-16198,Montastraea faveolata 1.5K v1,5,,
mus musculus,A-GEOD-15734,febit Mus musculus miRNA Geniom Biochip miRBase V12.0,5,,
mus musculus,A-AFFY-130,[miRNA-3] Affymetrix Multispecies miRNA-3 Array [miRNA-3_0] or [miRNA-3_1],5,,
mus musculus,A-AGIL-13,WJC hsa mmu miRNA v7.1 01 (miRNA ID),5,,
mus musculus,A-GEOD-6055,University of Adelaide microarray facility Exiqon LNA miRNA microarray_version8.1,5,,
mus musculus,A-GEOD-519,UHN Mouse 15k array,5,,
mus musculus,A-MEXP-238,UCT_M.musculus_candidate_cDNA,5,,
mus musculus,A-GEOD-8369,TAU/KBA_mouse_206_v2.0,5,,
mus musculus,A-SMDB-672,SMD Mus musculus Array MMJ,5,,
mus musculus,A-GEOD-3350,Riken Mouse 4K miRNA array version 2.0,5,,
mus musculus,A-GEOD-3754,Riken Mouse 4K miRNA array M8.0,5,,
mus musculus,A-GEOD-5939,Riken Mouse 4K miRNA array M8.0,5,,
mus musculus,A-GEOD-14850,NimbleGen_mouse(MM8)_Hoxa9 and Meis1 Binding Sequence Custom Tiling Array [Design_ID: 537603],5,,
mus musculus,A-GEOD-7496,NimbleGen 1.5 kb mouse promoter ChIP-chip (version 2005-03-31_MM5_min_promoter),5,,
mus musculus,A-GEOD-9713,Mmca_MOUSE_NIAID,5,,
mus musculus,A-GEOD-10458,LC_MRA-1002_miRMouse_12.0_080901 [condensed version],5,,
mus musculus,A-AFFY-45,Illumina MouseRef-8 v2.0 expression beadchip (ILMN_GENE),5,,
mus musculus,A-GEOD-17656,IGB_mouse_+33k_McC14,5,,
mus musculus,A-GEOD-15407,Exiqon miRCURYTM LNA Array Version 9.2,5,,
mus musculus,A-GEOD-13509,Capital Bio mouse 32K oligonucleotide microarray,5,,
mus musculus,A-GEOD-7877,BRC Mus musculus 3K,5,,
mus musculus,A-MEXP-705,Ambion mirVanaTM miRNA Bioarray V2  - 1566V2,5,,
mus musculus,A-GEOD-14628,Agilent-026687 Whole Mouse Genome Microarray 4x44K v2 (Probe Name version),5,,
mus musculus,A-GEOD-10026,Agilent-016299 Nelson Whole Mouse Genome Microarray 4x44K (Feature Number version),5,,
mus musculus,A-GEOD-8846,Affymetrix GeneChip Mouse Genome 430 2.0 [Mouse430_2],5,,
mus musculus,A-GEOD-8847,Affymetrix GeneChip Mouse Genome 430 2.0 [Mouse430_2],5,,
mus musculus,A-GEOD-17261,32K Mouse Genome Array,5,,
mycobacterium avium subsp. paratuberculosis,A-GEOD-14590,MYcroarray Mycobacterium avium subsp. paratuberculosis K-10 3x20K-4rep,5,,
mycobacterium smegmatis str. mc2 155,A-GEOD-13665,Mycobacterium smegmatis version 4,5,,
mycobacterium tuberculosis,A-MEXP-2266,SMD Print_1767 Mycobacterium tuberculosis,5,,
mycobacterium tuberculosis,A-GEOD-15565,022125-Agilent Mycobacterium tuberculosis H37Ra 8x15K (Probe Name version),5,,
mycobacterium tuberculosis h37rv,A-GEOD-10455,Voskuil Lab Mycobacterium tuberculosis Operon Microarray,5,,
organism:rattus norvegicus,A-TOXM-5,[ILSI] NIEHS P56 Rat Microarray 7k,5,,
ovis aries,A-GEOD-9461,CASPUR Aristaeus 95K version 1.0,5,,
phodopus sungorus,A-GEOD-6150,Siberian hamster hypothalamic 4K array,5,,
plasmodium vivax,A-GEOD-6667,P. vivax exon array v1.0 using oligos designed by Z. Bozdech and  G. Hu,5,,
porphyromonas gingivalis,A-GEOD-15605,JCVI PFGRC Porphyromonas gingivalis 2K v2,5,,
porphyromonas gingivalis,A-GEOD-9149,JCVI PFGRC Porphyromonas gingivalis,5,,
rattus norvegicus,A-GEOD-8990,NimbleGen_Rat_385K_Array,5,,
rattus norvegicus,A-GEOD-8786,Affymetrix GeneChip Rat Genome 230 2.0 [Rat230_2],5,,
rattus norvegicus,A-GEOD-6872,Affymetrix GeneChip Rat Genome 230 2.0 Array [CDF: Brainarray_Rn230_Rn_UG_v10.cdf],5,,
saccharomyces cerevisiae,A-MEXP-43,UHN_Y6.4k4,5,,
saccharomyces cerevisiae,A-GEOD-14755,UHN Yeast 6.4Kv7,5,,
saccharomyces cerevisiae,A-AFFY-120,Affymetrix GeneChip Yeast 6100 Set - Chip C [1292c01a],5,,
saccharomyces cerevisiae,A-AFFY-121,Affymetrix GeneChip Yeast 6100 Set - Chip C [1292c01a],5,,
saccharomyces cerevisiae,A-AFFY-122,Affymetrix GeneChip Yeast 6100 Set - Chip C [1292c01a],5,,
saccharomyces cerevisiae,A-AFFY-123,Affymetrix GeneChip Yeast 6100 Set - Chip C [1292c01a],5,,
schizosaccharomyces pombe,A-GEOD-6904,Schizosaccharomyces pombe 44K tiling array,5,,
schizosaccharomyces pombe,A-GEOD-6905,Schizosaccharomyces pombe 44K tiling array,5,,
schizosaccharomyces pombe,A-AFFY-47,Sanger Institute S. pombe array 3.1.1 template 6.3,5,,
schizosaccharomyces pombe,A-GEOD-8908,NCI_GREWAL_Spombe_C10_v1,5,,
schizosaccharomyces pombe,A-GEOD-6280,Eurogentec S. pombe ORF array (E020F),5,,
schizosaccharomyces pombe,A-GEOD-16058,Agilent-036031 Schizosaccharomyces pombe sp10b [ProbeName version],5,,
scylla paramamosain,A-GEOD-10471,Mud crab 6K cDNA array version 1.0,5,,
shewanella oneidensis mr-1,A-GEOD-16797,Custom NimbleGen Shewanella oneidensis MR-1 Tiling  v2 [NimbleGen_MR1_2005K_1],5,,
